epoch,loss,mae,val_loss,val_mae
0,609.0625,20.068777084350586,114.11278533935547,7.989886283874512
1,153.0893096923828,8.947190284729004,125.05089569091797,9.1970853805542
2,99.6982421875,7.138662338256836,73.3321304321289,6.303285598754883
3,76.49879455566406,6.4595208168029785,66.53543090820312,6.238592624664307
4,73.62904357910156,6.0481085777282715,65.70979309082031,6.383530616760254
